15:41:04 238	 start loadBaseParameter
17:52:00 832	 2 getImage times:2
17:52:00 832	3  GrabFrame times:2,result=
17:52:00 886	 1:start getImage
17:52:00 886	 2 getImage times:0
17:52:00 887	3  GrabFrame times:0,result=
17:52:00 938	 2 getImage times:1
17:52:00 938	3  GrabFrame times:1,result=
17:52:00 990	 2 getImage times:2
17:52:00 990	3  GrabFrame times:2,result=
17:52:01 043	 1:start getImage
17:52:01 044	 2 getImage times:0
17:52:01 044	3  GrabFrame times:0,result=
17:52:01 095	 2 getImage times:1
17:52:01 095	3  GrabFrame times:1,result=
17:52:01 147	 2 getImage times:2
17:52:01 147	3  GrabFrame times:2,result=
17:52:01 200	 1:start getImage
17:52:01 201	 2 getImage times:0
17:52:01 201	3  GrabFrame times:0,result=
17:52:01 253	 2 getImage times:1
17:52:01 253	3  GrabFrame times:1,result=
17:52:01 305	 2 getImage times:2
17:52:01 305	3  GrabFrame times:2,result=
17:52:01 358	 1:start getImage
17:52:01 358	 2 getImage times:0
17:52:01 359	3  GrabFrame times:0,result=
17:52:01 410	 2 getImage times:1
17:52:01 410	3  GrabFrame times:1,result=
17:52:01 462	 2 getImage times:2
17:52:01 462	3  GrabFrame times:2,result=
17:52:01 515	 1:start getImage
17:52:01 515	 2 getImage times:0
17:52:01 516	3  GrabFrame times:0,result=
17:52:01 567	 2 getImage times:1
17:52:01 567	3  GrabFrame times:1,result=
17:52:01 619	 2 getImage times:2
17:52:01 619	3  GrabFrame times:2,result=
17:52:04 675	 start loadPinDef
17:52:04 678	 finished loadPinDef
17:52:04 682	 start setSN
17:52:04 682	start cam_stop 
17:52:04 794	finish cam_stop 
17:52:05 296	start cam_stop 
17:52:05 407	finish cam_stop 
17:52:05 408	 start Playnew
17:52:05 408	into cam_play:deviceID2 
17:52:05 409	openDevice:deviceID2 
17:52:05 539	开始sensor power:deviceID 2 
17:52:05 832	完成sensor power:deviceID 2 
17:52:05 844	完成Pin set:deviceID 2 
17:52:06 124	完成I2C set:deviceID 2 
17:52:06 244	SensorIsMe check failed:deviceID 2 
17:52:06 245	start cam_stop 
17:52:06 356	finish cam_stop 
17:52:06 558	 start Playnew
17:52:06 558	into cam_play:deviceID2 
17:52:06 559	openDevice:deviceID2 
17:52:06 690	开始sensor power:deviceID 2 
17:52:06 983	完成sensor power:deviceID 2 
17:52:06 994	完成Pin set:deviceID 2 
17:52:07 274	完成I2C set:deviceID 2 
17:52:07 394	SensorIsMe check failed:deviceID 2 
17:52:07 396	 1:start getImage
17:52:07 396	 2 getImage times:0
17:52:07 397	3  GrabFrame times:0,result=
17:52:07 448	 2 getImage times:1
17:52:07 448	3  GrabFrame times:1,result=
17:52:07 500	 2 getImage times:2
17:52:07 500	3  GrabFrame times:2,result=
17:52:07 554	 1:start getImage
17:52:07 554	 2 getImage times:0
17:52:07 555	3  GrabFrame times:0,result=
17:52:07 606	 2 getImage times:1
17:52:07 606	3  GrabFrame times:1,result=
17:52:07 657	 2 getImage times:2
17:52:07 657	3  GrabFrame times:2,result=
17:52:07 710	 1:start getImage
17:52:07 711	 2 getImage times:0
17:52:07 711	3  GrabFrame times:0,result=
17:52:07 763	 2 getImage times:1
17:52:07 763	3  GrabFrame times:1,result=
17:52:07 815	 2 getImage times:2
17:52:07 815	3  GrabFrame times:2,result=
17:52:07 868	 1:start getImage
17:52:07 868	 2 getImage times:0
17:52:07 869	3  GrabFrame times:0,result=
17:52:07 920	 2 getImage times:1
17:52:07 920	3  GrabFrame times:1,result=
17:52:07 972	 2 getImage times:2
17:52:07 972	3  GrabFrame times:2,result=
17:52:08 025	 1:start getImage
17:52:08 026	 2 getImage times:0
17:52:08 026	3  GrabFrame times:0,result=
17:52:08 078	 2 getImage times:1
17:52:08 078	3  GrabFrame times:1,result=
17:52:08 130	 2 getImage times:2
17:52:08 130	3  GrabFrame times:2,result=
17:52:08 183	 1:start getImage
17:52:08 184	 2 getImage times:0
17:52:08 184	3  GrabFrame times:0,result=
17:52:08 235	 2 getImage times:1
17:52:08 235	3  GrabFrame times:1,result=
17:52:08 287	 2 getImage times:2
17:52:08 287	3  GrabFrame times:2,result=
17:52:15 648	 start loadPinDef
17:52:15 651	 finished loadPinDef
17:52:15 655	 start setSN
17:52:15 655	start cam_stop 
17:52:15 767	finish cam_stop 
17:52:16 268	start cam_stop 
17:52:16 379	finish cam_stop 
17:52:16 380	 start Playnew
17:52:16 380	into cam_play:deviceID2 
17:52:16 381	openDevice:deviceID2 
17:52:16 513	开始sensor power:deviceID 2 
17:52:16 806	完成sensor power:deviceID 2 
17:52:16 817	完成Pin set:deviceID 2 
17:52:17 098	完成I2C set:deviceID 2 
17:52:17 218	SensorIsMe check failed:deviceID 2 
17:52:17 219	start cam_stop 
17:52:17 330	finish cam_stop 
17:52:17 532	 start Playnew
17:52:17 532	into cam_play:deviceID2 
17:52:17 533	openDevice:deviceID2 
17:52:17 664	开始sensor power:deviceID 2 
17:52:17 956	完成sensor power:deviceID 2 
17:52:17 968	完成Pin set:deviceID 2 
17:52:18 248	完成I2C set:deviceID 2 
17:52:18 368	SensorIsMe check failed:deviceID 2 
17:52:18 369	 1:start getImage
17:52:18 369	 2 getImage times:0
17:52:18 370	3  GrabFrame times:0,result=
17:52:18 421	 2 getImage times:1
17:52:18 421	3  GrabFrame times:1,result=
17:52:18 473	 2 getImage times:2
17:52:18 473	3  GrabFrame times:2,result=
17:52:18 526	 1:start getImage
17:52:18 527	 2 getImage times:0
17:52:18 527	3  GrabFrame times:0,result=
17:52:18 579	 2 getImage times:1
17:52:18 579	3  GrabFrame times:1,result=
17:52:18 631	 2 getImage times:2
17:52:18 631	3  GrabFrame times:2,result=
17:52:18 684	 1:start getImage
17:52:18 685	 2 getImage times:0
17:52:18 685	3  GrabFrame times:0,result=
17:52:18 736	 2 getImage times:1
17:52:18 736	3  GrabFrame times:1,result=
17:52:18 788	 2 getImage times:2
17:52:18 788	3  GrabFrame times:2,result=
17:52:18 844	 1:start getImage
17:52:18 845	 2 getImage times:0
17:52:18 845	3  GrabFrame times:0,result=
17:52:18 897	 2 getImage times:1
17:52:18 897	3  GrabFrame times:1,result=
17:52:18 949	 2 getImage times:2
17:52:18 949	3  GrabFrame times:2,result=
17:52:19 002	 1:start getImage
17:52:19 003	 2 getImage times:0
17:52:19 003	3  GrabFrame times:0,result=
17:52:19 055	 2 getImage times:1
17:52:19 055	3  GrabFrame times:1,result=
17:52:19 107	 2 getImage times:2
17:52:19 107	3  GrabFrame times:2,result=
17:52:19 160	 1:start getImage
17:52:19 160	 2 getImage times:0
17:52:19 161	3  GrabFrame times:0,result=
17:52:19 212	 2 getImage times:1
17:52:19 212	3  GrabFrame times:1,result=
17:52:19 264	 2 getImage times:2
17:52:19 264	3  GrabFrame times:2,result=
17:52:22 320	 start loadPinDef
17:52:22 324	 finished loadPinDef
17:52:22 327	 start setSN
17:52:22 327	start cam_stop 
17:52:22 439	finish cam_stop 
17:52:22 941	start cam_stop 
17:52:23 051	finish cam_stop 
17:52:23 052	 start Playnew
17:52:23 052	into cam_play:deviceID2 
17:52:23 053	openDevice:deviceID2 
17:52:23 184	开始sensor power:deviceID 2 
17:52:23 477	完成sensor power:deviceID 2 
17:52:23 489	完成Pin set:deviceID 2 
17:52:23 769	完成I2C set:deviceID 2 
17:52:23 889	SensorIsMe check failed:deviceID 2 
17:52:23 890	start cam_stop 
17:52:24 002	finish cam_stop 
17:52:24 204	 start Playnew
17:52:24 204	into cam_play:deviceID2 
17:52:24 205	openDevice:deviceID2 
17:52:24 338	开始sensor power:deviceID 2 
17:52:24 632	完成sensor power:deviceID 2 
17:52:24 644	完成Pin set:deviceID 2 
17:52:24 923	完成I2C set:deviceID 2 
17:52:25 043	SensorIsMe check failed:deviceID 2 
17:52:25 044	 1:start getImage
17:52:25 045	 2 getImage times:0
17:52:25 045	3  GrabFrame times:0,result=
17:52:25 097	 2 getImage times:1
17:52:25 097	3  GrabFrame times:1,result=
17:52:25 149	 2 getImage times:2
17:52:25 149	3  GrabFrame times:2,result=
17:52:25 202	 1:start getImage
17:52:25 203	 2 getImage times:0
17:52:25 203	3  GrabFrame times:0,result=
17:52:25 255	 2 getImage times:1
17:52:25 255	3  GrabFrame times:1,result=
17:52:25 307	 2 getImage times:2
17:52:25 307	3  GrabFrame times:2,result=
17:52:25 360	 1:start getImage
17:52:25 360	 2 getImage times:0
17:52:25 361	3  GrabFrame times:0,result=
17:52:25 412	 2 getImage times:1
17:52:25 412	3  GrabFrame times:1,result=
17:52:25 464	 2 getImage times:2
17:52:25 464	3  GrabFrame times:2,result=
17:52:25 517	 1:start getImage
17:52:25 517	 2 getImage times:0
17:52:25 518	3  GrabFrame times:0,result=
17:52:25 569	 2 getImage times:1
17:52:25 569	3  GrabFrame times:1,result=
17:52:25 621	 2 getImage times:2
17:52:25 621	3  GrabFrame times:2,result=
17:52:25 674	 1:start getImage
17:52:25 674	 2 getImage times:0
17:52:25 675	3  GrabFrame times:0,result=
17:52:25 726	 2 getImage times:1
17:52:25 726	3  GrabFrame times:1,result=
17:52:25 778	 2 getImage times:2
17:52:25 778	3  GrabFrame times:2,result=
17:52:25 831	 1:start getImage
17:52:25 831	 2 getImage times:0
17:52:25 832	3  GrabFrame times:0,result=
17:52:25 883	 2 getImage times:1
17:52:25 883	3  GrabFrame times:1,result=
17:52:25 935	 2 getImage times:2
17:52:25 935	3  GrabFrame times:2,result=
17:52:28 991	 start loadPinDef
17:52:28 994	 finished loadPinDef
17:52:28 998	 start setSN
17:52:28 998	start cam_stop 
17:52:29 110	finish cam_stop 
17:52:29 612	start cam_stop 
17:52:29 723	finish cam_stop 
17:52:29 724	 start Playnew
17:52:29 724	into cam_play:deviceID2 
17:52:29 725	openDevice:deviceID2 
17:52:29 856	开始sensor power:deviceID 2 
17:52:30 148	完成sensor power:deviceID 2 
17:52:30 160	完成Pin set:deviceID 2 
17:52:30 440	完成I2C set:deviceID 2 
17:52:30 560	SensorIsMe check failed:deviceID 2 
17:52:30 561	start cam_stop 
17:52:30 673	finish cam_stop 
17:52:30 875	 start Playnew
17:52:30 875	into cam_play:deviceID2 
17:52:30 876	openDevice:deviceID2 
17:52:31 008	开始sensor power:deviceID 2 
17:52:31 302	完成sensor power:deviceID 2 
17:52:31 313	完成Pin set:deviceID 2 
17:52:31 594	完成I2C set:deviceID 2 
17:52:31 713	SensorIsMe check failed:deviceID 2 
17:52:31 715	 1:start getImage
17:52:31 715	 2 getImage times:0
17:52:31 716	3  GrabFrame times:0,result=
17:52:31 768	 2 getImage times:1
17:52:31 768	3  GrabFrame times:1,result=
17:52:31 820	 2 getImage times:2
17:52:31 820	3  GrabFrame times:2,result=
17:52:31 874	 1:start getImage
17:52:31 874	 2 getImage times:0
17:52:31 875	3  GrabFrame times:0,result=
17:52:31 926	 2 getImage times:1
17:52:31 926	3  GrabFrame times:1,result=
17:52:31 978	 2 getImage times:2
17:52:31 978	3  GrabFrame times:2,result=
17:52:32 031	 1:start getImage
17:52:32 032	 2 getImage times:0
17:52:32 032	3  GrabFrame times:0,result=
17:52:32 083	 2 getImage times:1
17:52:32 083	3  GrabFrame times:1,result=
17:52:32 135	 2 getImage times:2
17:52:32 135	3  GrabFrame times:2,result=
17:52:32 188	 1:start getImage
17:52:32 188	 2 getImage times:0
17:52:32 189	3  GrabFrame times:0,result=
17:52:32 240	 2 getImage times:1
17:52:32 240	3  GrabFrame times:1,result=
17:52:32 292	 2 getImage times:2
17:52:32 292	3  GrabFrame times:2,result=
17:52:32 345	 1:start getImage
17:52:32 346	 2 getImage times:0
17:52:32 346	3  GrabFrame times:0,result=
17:52:32 398	 2 getImage times:1
17:52:32 398	3  GrabFrame times:1,result=
17:52:32 450	 2 getImage times:2
17:52:32 450	3  GrabFrame times:2,result=
17:52:32 503	 1:start getImage
17:52:32 503	 2 getImage times:0
17:52:32 504	3  GrabFrame times:0,result=
17:52:32 555	 2 getImage times:1
17:52:32 555	3  GrabFrame times:1,result=
17:52:32 607	 2 getImage times:2
17:52:32 607	3  GrabFrame times:2,result=
18:00:02 151	 start loadPinDef
18:00:02 154	 finished loadPinDef
18:00:02 158	 start setSN
18:00:02 158	start cam_stop 
18:00:02 270	finish cam_stop 
18:00:02 772	start cam_stop 
18:00:02 883	finish cam_stop 
18:00:02 884	 start Playnew
18:00:02 884	into cam_play:deviceID2 
18:00:02 885	openDevice:deviceID2 
18:00:03 015	开始sensor power:deviceID 2 
18:00:03 307	完成sensor power:deviceID 2 
18:00:03 319	完成Pin set:deviceID 2 
18:00:03 599	完成I2C set:deviceID 2 
18:00:03 719	SensorIsMe check failed:deviceID 2 
18:00:03 720	start cam_stop 
18:00:03 831	finish cam_stop 
18:00:04 033	 start Playnew
18:00:04 033	into cam_play:deviceID2 
18:00:04 034	openDevice:deviceID2 
18:00:04 164	开始sensor power:deviceID 2 
18:00:04 457	完成sensor power:deviceID 2 
18:00:04 468	完成Pin set:deviceID 2 
18:00:04 748	完成I2C set:deviceID 2 
18:00:04 868	SensorIsMe check failed:deviceID 2 
18:00:04 870	 1:start getImage
18:00:04 871	 2 getImage times:0
18:00:04 872	3  GrabFrame times:0,result=
18:00:04 923	 2 getImage times:1
18:00:04 923	3  GrabFrame times:1,result=
18:00:04 975	 2 getImage times:2
18:00:04 975	3  GrabFrame times:2,result=
18:00:05 028	 1:start getImage
18:00:05 029	 2 getImage times:0
18:00:05 029	3  GrabFrame times:0,result=
18:00:05 080	 2 getImage times:1
18:00:05 080	3  GrabFrame times:1,result=
18:00:05 132	 2 getImage times:2
18:00:05 132	3  GrabFrame times:2,result=
18:00:05 185	 1:start getImage
18:00:05 186	 2 getImage times:0
18:00:05 186	3  GrabFrame times:0,result=
18:00:05 238	 2 getImage times:1
18:00:05 238	3  GrabFrame times:1,result=
18:00:05 290	 2 getImage times:2
18:00:05 290	3  GrabFrame times:2,result=
18:00:05 343	 1:start getImage
18:00:05 343	 2 getImage times:0
18:00:05 344	3  GrabFrame times:0,result=
18:00:05 395	 2 getImage times:1
18:00:05 395	3  GrabFrame times:1,result=
18:00:05 447	 2 getImage times:2
18:00:05 447	3  GrabFrame times:2,result=
18:00:05 500	 1:start getImage
18:00:05 500	 2 getImage times:0
18:00:05 501	3  GrabFrame times:0,result=
18:00:05 552	 2 getImage times:1
18:00:05 552	3  GrabFrame times:1,result=
18:00:05 604	 2 getImage times:2
18:00:05 604	3  GrabFrame times:2,result=
18:00:05 657	 1:start getImage
18:00:05 658	 2 getImage times:0
18:00:05 658	3  GrabFrame times:0,result=
18:00:05 709	 2 getImage times:1
18:00:05 709	3  GrabFrame times:1,result=
18:00:05 761	 2 getImage times:2
18:00:05 761	3  GrabFrame times:2,result=
18:00:08 817	 start loadPinDef
18:00:08 820	 finished loadPinDef
18:00:08 824	 start setSN
18:00:08 824	start cam_stop 
18:00:08 936	finish cam_stop 
18:00:09 438	start cam_stop 
18:00:09 549	finish cam_stop 
18:00:09 550	 start Playnew
18:00:09 550	into cam_play:deviceID2 
18:00:09 551	openDevice:deviceID2 
18:00:09 681	开始sensor power:deviceID 2 
18:00:09 974	完成sensor power:deviceID 2 
18:00:09 986	完成Pin set:deviceID 2 
18:00:10 265	完成I2C set:deviceID 2 
18:00:10 385	SensorIsMe check failed:deviceID 2 
18:00:10 386	start cam_stop 
18:00:10 498	finish cam_stop 
18:00:10 700	 start Playnew
18:00:10 700	into cam_play:deviceID2 
18:00:10 701	openDevice:deviceID2 
18:00:10 831	开始sensor power:deviceID 2 
18:00:11 124	完成sensor power:deviceID 2 
18:00:11 135	完成Pin set:deviceID 2 
18:00:11 416	完成I2C set:deviceID 2 
18:00:11 536	SensorIsMe check failed:deviceID 2 
18:00:11 538	 1:start getImage
18:00:11 539	 2 getImage times:0
18:00:11 539	3  GrabFrame times:0,result=
18:00:11 591	 2 getImage times:1
18:00:11 591	3  GrabFrame times:1,result=
18:00:11 643	 2 getImage times:2
18:00:11 643	3  GrabFrame times:2,result=
18:00:11 696	 1:start getImage
18:00:11 697	 2 getImage times:0
18:00:11 697	3  GrabFrame times:0,result=
18:00:11 749	 2 getImage times:1
18:00:11 749	3  GrabFrame times:1,result=
18:00:11 801	 2 getImage times:2
18:00:11 801	3  GrabFrame times:2,result=
18:00:11 853	 1:start getImage
18:00:11 853	 2 getImage times:0
18:00:11 854	3  GrabFrame times:0,result=
18:00:11 905	 2 getImage times:1
18:00:11 905	3  GrabFrame times:1,result=
18:00:11 957	 2 getImage times:2
18:00:11 957	3  GrabFrame times:2,result=
18:00:12 010	 1:start getImage
18:00:12 010	 2 getImage times:0
18:00:12 011	3  GrabFrame times:0,result=
18:00:12 062	 2 getImage times:1
18:00:12 062	3  GrabFrame times:1,result=
18:00:12 114	 2 getImage times:2
18:00:12 114	3  GrabFrame times:2,result=
18:00:12 167	 1:start getImage
18:00:12 168	 2 getImage times:0
18:00:12 168	3  GrabFrame times:0,result=
18:00:12 219	 2 getImage times:1
18:00:12 219	3  GrabFrame times:1,result=
18:00:12 271	 2 getImage times:2
18:00:12 271	3  GrabFrame times:2,result=
18:00:12 324	 1:start getImage
18:00:12 324	 2 getImage times:0
18:00:12 325	3  GrabFrame times:0,result=
18:00:12 376	 2 getImage times:1
18:00:12 376	3  GrabFrame times:1,result=
18:00:12 428	 2 getImage times:2
18:00:12 428	3  GrabFrame times:2,result=
18:00:15 485	 start loadPinDef
18:00:15 488	 finished loadPinDef
18:00:15 492	 start setSN
18:00:15 492	start cam_stop 
18:00:15 604	finish cam_stop 
18:00:16 106	start cam_stop 
18:00:16 217	finish cam_stop 
18:00:16 218	 start Playnew
18:00:16 218	into cam_play:deviceID2 
18:00:16 219	openDevice:deviceID2 
18:00:16 350	开始sensor power:deviceID 2 
18:00:16 643	完成sensor power:deviceID 2 
18:00:16 654	完成Pin set:deviceID 2 
18:00:16 935	完成I2C set:deviceID 2 
18:00:17 055	SensorIsMe check failed:deviceID 2 
18:00:17 056	start cam_stop 
18:00:17 166	finish cam_stop 
18:00:17 368	 start Playnew
18:00:17 368	into cam_play:deviceID2 
18:00:17 369	openDevice:deviceID2 
18:00:17 499	开始sensor power:deviceID 2 
18:00:17 792	完成sensor power:deviceID 2 
18:00:17 803	完成Pin set:deviceID 2 
18:00:18 084	完成I2C set:deviceID 2 
18:00:18 204	SensorIsMe check failed:deviceID 2 
18:00:18 207	 1:start getImage
18:00:18 208	 2 getImage times:0
18:00:18 208	3  GrabFrame times:0,result=
18:00:18 260	 2 getImage times:1
18:00:18 260	3  GrabFrame times:1,result=
18:00:18 312	 2 getImage times:2
18:00:18 312	3  GrabFrame times:2,result=
18:00:18 365	 1:start getImage
18:00:18 366	 2 getImage times:0
18:00:18 366	3  GrabFrame times:0,result=
18:00:18 417	 2 getImage times:1
18:00:18 417	3  GrabFrame times:1,result=
18:00:18 469	 2 getImage times:2
18:00:18 469	3  GrabFrame times:2,result=
18:00:18 522	 1:start getImage
18:00:18 522	 2 getImage times:0
18:00:18 523	3  GrabFrame times:0,result=
18:00:18 574	 2 getImage times:1
18:00:18 574	3  GrabFrame times:1,result=
18:00:18 626	 2 getImage times:2
18:00:18 626	3  GrabFrame times:2,result=
18:00:18 679	 1:start getImage
18:00:18 680	 2 getImage times:0
18:00:18 680	3  GrabFrame times:0,result=
18:00:18 732	 2 getImage times:1
18:00:18 732	3  GrabFrame times:1,result=
18:00:18 784	 2 getImage times:2
18:00:18 784	3  GrabFrame times:2,result=
18:00:18 837	 1:start getImage
18:00:18 837	 2 getImage times:0
18:00:18 838	3  GrabFrame times:0,result=
18:00:18 888	 2 getImage times:1
18:00:18 888	3  GrabFrame times:1,result=
18:00:18 940	 2 getImage times:2
18:00:18 940	3  GrabFrame times:2,result=
18:00:18 993	 1:start getImage
18:00:18 994	 2 getImage times:0
18:00:18 994	3  GrabFrame times:0,result=
18:00:19 046	 2 getImage times:1
18:00:19 046	3  GrabFrame times:1,result=
18:00:19 098	 2 getImage times:2
18:00:19 098	3  GrabFrame times:2,result=
